1;1ra.;06:50;07:30
2;2da.;07:30;08:10
3;3ra.;08:30;09:10
4;4ta.;09:10;09:40
5;5ta.;09:40;10:20
6;6ta.;10:20;11:00
7;7ma.;11:20;12:00
8;8va.;12:00;12:30
