1;2025;1;900000;6300000
2;2025;2;900000;6300000
3;2025;3;900000;6300000
4;2025;4;900000;6800000
5;2025;5;900000;6800000
6;2026;1;900000;6300000
7;2026;2;900000;6300000
8;2026;3;900000;6300000
9;2026;4;900000;7000000
10;2026;5;900000;7000000
