1;Padres
2;Madre
3;Padre
4;Abuelos
5;Abuela
6;Abuelo
7;Tíos
8;Tía
9;Tío
10;Hermanos
11;Hermana
12;Hermano
13;Primos
14;Prima
15;Primo
16;Encargado/a
17;Padrastro
18;Madastra
